vac_switch,boosting_asymptomatic_switch,boosting_symptomatic_switch,sympt_becomes_asympt,eff_asympt_denv1_neg_ep1,eff_asympt_denv1_neg_ep2,eff_asympt_denv1_neg_ep3,eff_asympt_denv1_neg_ep4,eff_asympt_denv2_neg_ep1,eff_asympt_denv2_neg_ep2,eff_asympt_denv2_neg_ep3,eff_asympt_denv2_neg_ep4,eff_asympt_denv3_neg_ep1,eff_asympt_denv3_neg_ep2,eff_asympt_denv3_neg_ep3,eff_asympt_denv3_neg_ep4,eff_asympt_denv4_neg_ep1,eff_asympt_denv4_neg_ep2,eff_asympt_denv4_neg_ep3,eff_asympt_denv4_neg_ep4,eff_asympt_denv1_pos_ep1,eff_asympt_denv1_pos_ep2,eff_asympt_denv1_pos_ep3,eff_asympt_denv1_pos_ep4,eff_asympt_denv2_pos_ep1,eff_asympt_denv2_pos_ep2,eff_asympt_denv2_pos_ep3,eff_asympt_denv2_pos_ep4,eff_asympt_denv3_pos_ep1,eff_asympt_denv3_pos_ep2,eff_asympt_denv3_pos_ep3,eff_asympt_denv3_pos_ep4,eff_asympt_denv4_pos_ep1,eff_asympt_denv4_pos_ep2,eff_asympt_denv4_pos_ep3,eff_asympt_denv4_pos_ep4,eff_sympt_non_hosp_denv1_neg_ep1,eff_sympt_non_hosp_denv1_neg_ep2,eff_sympt_non_hosp_denv1_neg_ep3,eff_sympt_non_hosp_denv1_neg_ep4,eff_sympt_non_hosp_denv2_neg_ep1,eff_sympt_non_hosp_denv2_neg_ep2,eff_sympt_non_hosp_denv2_neg_ep3,eff_sympt_non_hosp_denv2_neg_ep4,eff_sympt_non_hosp_denv3_neg_ep1,eff_sympt_non_hosp_denv3_neg_ep2,eff_sympt_non_hosp_denv3_neg_ep3,eff_sympt_non_hosp_denv3_neg_ep4,eff_sympt_non_hosp_denv4_neg_ep1,eff_sympt_non_hosp_denv4_neg_ep2,eff_sympt_non_hosp_denv4_neg_ep3,eff_sympt_non_hosp_denv4_neg_ep4,eff_sympt_non_hosp_denv1_pos_ep1,eff_sympt_non_hosp_denv1_pos_ep2,eff_sympt_non_hosp_denv1_pos_ep3,eff_sympt_non_hosp_denv1_pos_ep4,eff_sympt_non_hosp_denv2_pos_ep1,eff_sympt_non_hosp_denv2_pos_ep2,eff_sympt_non_hosp_denv2_pos_ep3,eff_sympt_non_hosp_denv2_pos_ep4,eff_sympt_non_hosp_denv3_pos_ep1,eff_sympt_non_hosp_denv3_pos_ep2,eff_sympt_non_hosp_denv3_pos_ep3,eff_sympt_non_hosp_denv3_pos_ep4,eff_sympt_non_hosp_denv4_pos_ep1,eff_sympt_non_hosp_denv4_pos_ep2,eff_sympt_non_hosp_denv4_pos_ep3,eff_sympt_non_hosp_denv4_pos_ep4,eff_sympt_hosp_denv1_neg_ep1,eff_sympt_hosp_denv1_neg_ep2,eff_sympt_hosp_denv1_neg_ep3,eff_sympt_hosp_denv1_neg_ep4,eff_sympt_hosp_denv2_neg_ep1,eff_sympt_hosp_denv2_neg_ep2,eff_sympt_hosp_denv2_neg_ep3,eff_sympt_hosp_denv2_neg_ep4,eff_sympt_hosp_denv3_neg_ep1,eff_sympt_hosp_denv3_neg_ep2,eff_sympt_hosp_denv3_neg_ep3,eff_sympt_hosp_denv3_neg_ep4,eff_sympt_hosp_denv4_neg_ep1,eff_sympt_hosp_denv4_neg_ep2,eff_sympt_hosp_denv4_neg_ep3,eff_sympt_hosp_denv4_neg_ep4,eff_sympt_hosp_denv1_pos_ep1,eff_sympt_hosp_denv1_pos_ep2,eff_sympt_hosp_denv1_pos_ep3,eff_sympt_hosp_denv1_pos_ep4,eff_sympt_hosp_denv2_pos_ep1,eff_sympt_hosp_denv2_pos_ep2,eff_sympt_hosp_denv2_pos_ep3,eff_sympt_hosp_denv2_pos_ep4,eff_sympt_hosp_denv3_pos_ep1,eff_sympt_hosp_denv3_pos_ep2,eff_sympt_hosp_denv3_pos_ep3,eff_sympt_hosp_denv3_pos_ep4,eff_sympt_hosp_denv4_pos_ep1,eff_sympt_hosp_denv4_pos_ep2,eff_sympt_hosp_denv4_pos_ep3,eff_sympt_hosp_denv4_pos_ep4,level_infect_sympt_vac,level_infect_asympt_vac
,,,,0.11319521,0.155306862,0.155306862,0.155306862,0.11319521,0.155306862,0.155306862,0.155306862,0.11319521,0.155306862,0.155306862,0.155306862,0.11319521,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.155306862,0.22639042,0.310613723,0.310613723,0.310613723,0.22639042,0.310613723,0.310613723,0.310613723,0.22639042,0.310613723,0.310613723,0.310613723,0.22639042,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.310613723,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.110160306,0.151456291,0.151456291,0.151456291,0.110160306,0.151456291,0.151456291,0.151456291,0.110160306,0.151456291,0.151456291,0.151456291,0.110160306,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.151456291,0.220320612,0.302912582,0.302912582,0.302912582,0.220320612,0.302912582,0.302912582,0.302912582,0.220320612,0.302912582,0.302912582,0.302912582,0.220320612,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.302912582,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.10745014,0.148010901,0.148010901,0.148010901,0.10745014,0.148010901,0.148010901,0.148010901,0.10745014,0.148010901,0.148010901,0.148010901,0.10745014,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.148010901,0.21490028,0.296021801,0.296021801,0.296021801,0.21490028,0.296021801,0.296021801,0.296021801,0.21490028,0.296021801,0.296021801,0.296021801,0.21490028,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.296021801,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.105007872,0.144900411,0.144900411,0.144900411,0.105007872,0.144900411,0.144900411,0.144900411,0.105007872,0.144900411,0.144900411,0.144900411,0.105007872,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.144900411,0.210015745,0.289800821,0.289800821,0.289800821,0.210015745,0.289800821,0.289800821,0.289800821,0.210015745,0.289800821,0.289800821,0.289800821,0.210015745,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.289800821,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.102789934,0.142070849,0.142070849,0.142070849,0.102789934,0.142070849,0.142070849,0.142070849,0.102789934,0.142070849,0.142070849,0.142070849,0.102789934,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.142070849,0.205579867,0.284141699,0.284141699,0.284141699,0.205579867,0.284141699,0.284141699,0.284141699,0.205579867,0.284141699,0.284141699,0.284141699,0.205579867,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.284141699,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.100762254,0.13947994,0.13947994,0.13947994,0.100762254,0.13947994,0.13947994,0.13947994,0.100762254,0.13947994,0.13947994,0.13947994,0.100762254,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.13947994,0.201524508,0.27895988,0.27895988,0.27895988,0.201524508,0.27895988,0.27895988,0.27895988,0.201524508,0.27895988,0.27895988,0.27895988,0.201524508,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.27895988,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.098897729,0.137093998,0.137093998,0.137093998,0.098897729,0.137093998,0.137093998,0.137093998,0.098897729,0.137093998,0.137093998,0.137093998,0.098897729,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.137093998,0.197795458,0.274187995,0.274187995,0.274187995,0.197795458,0.274187995,0.274187995,0.274187995,0.197795458,0.274187995,0.274187995,0.274187995,0.197795458,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.274187995,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.097174474,0.134885782,0.134885782,0.134885782,0.097174474,0.134885782,0.134885782,0.134885782,0.097174474,0.134885782,0.134885782,0.134885782,0.097174474,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.134885782,0.194348948,0.269771564,0.269771564,0.269771564,0.194348948,0.269771564,0.269771564,0.269771564,0.194348948,0.269771564,0.269771564,0.269771564,0.194348948,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.269771564,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.095574585,0.132832978,0.132832978,0.132832978,0.095574585,0.132832978,0.132832978,0.132832978,0.095574585,0.132832978,0.132832978,0.132832978,0.095574585,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.132832978,0.19114917,0.265665955,0.265665955,0.265665955,0.19114917,0.265665955,0.265665955,0.265665955,0.19114917,0.265665955,0.265665955,0.265665955,0.19114917,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.265665955,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.094083244,0.130917092,0.130917092,0.130917092,0.094083244,0.130917092,0.130917092,0.130917092,0.094083244,0.130917092,0.130917092,0.130917092,0.094083244,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.130917092,0.188166489,0.261834183,0.261834183,0.261834183,0.188166489,0.261834183,0.261834183,0.261834183,0.188166489,0.261834183,0.261834183,0.261834183,0.188166489,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.261834183,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.092688062,0.129122641,0.129122641,0.129122641,0.092688062,0.129122641,0.129122641,0.129122641,0.092688062,0.129122641,0.129122641,0.129122641,0.092688062,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.129122641,0.185376124,0.258245283,0.258245283,0.258245283,0.185376124,0.258245283,0.258245283,0.258245283,0.185376124,0.258245283,0.258245283,0.258245283,0.185376124,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.258245283,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.091378582,0.127436546,0.127436546,0.127436546,0.091378582,0.127436546,0.127436546,0.127436546,0.091378582,0.127436546,0.127436546,0.127436546,0.091378582,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.127436546,0.182757164,0.254873092,0.254873092,0.254873092,0.182757164,0.254873092,0.254873092,0.254873092,0.182757164,0.254873092,0.254873092,0.254873092,0.182757164,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.254873092,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.090145906,0.125847661,0.125847661,0.125847661,0.090145906,0.125847661,0.125847661,0.125847661,0.090145906,0.125847661,0.125847661,0.125847661,0.090145906,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.125847661,0.180291812,0.251695321,0.251695321,0.251695321,0.180291812,0.251695321,0.251695321,0.251695321,0.180291812,0.251695321,0.251695321,0.251695321,0.180291812,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.251695321,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.088982404,0.124346419,0.124346419,0.124346419,0.088982404,0.124346419,0.124346419,0.124346419,0.088982404,0.124346419,0.124346419,0.124346419,0.088982404,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.124346419,0.177964809,0.248692839,0.248692839,0.248692839,0.177964809,0.248692839,0.248692839,0.248692839,0.177964809,0.248692839,0.248692839,0.248692839,0.177964809,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.248692839,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.08788149,0.122924556,0.122924556,0.122924556,0.08788149,0.122924556,0.122924556,0.122924556,0.08788149,0.122924556,0.122924556,0.122924556,0.08788149,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.122924556,0.17576298,0.245849111,0.245849111,0.245849111,0.17576298,0.245849111,0.245849111,0.245849111,0.17576298,0.245849111,0.245849111,0.245849111,0.17576298,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.245849111,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.086837441,0.12157488,0.12157488,0.12157488,0.086837441,0.12157488,0.12157488,0.12157488,0.086837441,0.12157488,0.12157488,0.12157488,0.086837441,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.12157488,0.173674881,0.24314976,0.24314976,0.24314976,0.173674881,0.24314976,0.24314976,0.24314976,0.173674881,0.24314976,0.24314976,0.24314976,0.173674881,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.24314976,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.085845256,0.120291105,0.120291105,0.120291105,0.085845256,0.120291105,0.120291105,0.120291105,0.085845256,0.120291105,0.120291105,0.120291105,0.085845256,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.120291105,0.171690512,0.24058221,0.24058221,0.24058221,0.171690512,0.24058221,0.24058221,0.24058221,0.171690512,0.24058221,0.24058221,0.24058221,0.171690512,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.24058221,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.084900543,0.119067702,0.119067702,0.119067702,0.084900543,0.119067702,0.119067702,0.119067702,0.084900543,0.119067702,0.119067702,0.119067702,0.084900543,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.119067702,0.169801086,0.238135403,0.238135403,0.238135403,0.169801086,0.238135403,0.238135403,0.238135403,0.169801086,0.238135403,0.238135403,0.238135403,0.169801086,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.238135403,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.083999425,0.117899786,0.117899786,0.117899786,0.083999425,0.117899786,0.117899786,0.117899786,0.083999425,0.117899786,0.117899786,0.117899786,0.083999425,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.117899786,0.167998849,0.235799572,0.235799572,0.235799572,0.167998849,0.235799572,0.235799572,0.235799572,0.167998849,0.235799572,0.235799572,0.235799572,0.167998849,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.235799572,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
,,,,0.083138462,0.116783023,0.116783023,0.116783023,0.083138462,0.116783023,0.116783023,0.116783023,0.083138462,0.116783023,0.116783023,0.116783023,0.083138462,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.116783023,0.166276923,0.233566046,0.233566046,0.233566046,0.166276923,0.233566046,0.233566046,0.233566046,0.166276923,0.233566046,0.233566046,0.233566046,0.166276923,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.233566046,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,0.844,,
