"V1","V2"
0.97736568519606,0.0226343148039405
0.929838045638624,0.0701619543613761
0.883339540484285,0.116660459515715
0.834623059101634,0.165376940898366
0.782165132095301,0.217834867904699
0.725595882806524,0.274404117193476
0.666714368452232,0.333285631547768
0.606718556457047,0.393281443542953
0.546480149430047,0.453519850569953
0.486959318675664,0.513040681324336
0.429086750538228,0.570913249461772
0.373790259595849,0.626209740404151
0.321139362050667,0.678860637949333
0.273828834980059,0.726171165019941
0.23520093251762,0.76479906748238
0.203889311933987,0.796110688066013
0.1783157901463,0.8216842098537
0.157410529933918,0.842589470066082
0.140056950904299,0.859943049095701
0.12558996061613,0.87441003938387
0.113470231644327,0.886529768355673
0.103298801136241,0.896701198863759
0.0945223662002907,0.905477633799709
0.0867595295048467,0.913240470495153
0.0798534730184524,0.920146526981548
0.0738297221806926,0.926170277819307
0.0685522322774014,0.931447767722599
0.0638532464893608,0.936146753510639
0.0596463829171032,0.940353617082897
0.0558635923826929,0.944136407617307
0.0524223075142111,0.947577692485789
0.0492205379647465,0.950779462035254
0.0462650058304755,0.953734994169524
0.0435734761475139,0.956426523852486
0.0411108889297269,0.958889111070273
0.0388237343018089,0.961176265698191
0.0366944995621824,0.963305500437818
0.0347700876009556,0.965229912399044
0.0330109290022841,0.966989070997716
0.031410442285488,0.968589557714512
0.0299277432636263,0.970072256736374
0.0286051445948414,0.971394855405159
0.0274307351349072,0.972569264865093
0.0262977969664004,0.9737022030336
0.0252210579150602,0.97477894208494
0.0242158034970249,0.975784196502975
0.023277816765675,0.976722183234325
0.0223878482414329,0.977612151758567
0.021530953696634,0.978469046303366
0.0207407759849366,0.979259224015063
0.0200428461727358,0.979957153827264
0.0193815827391714,0.980618417260829
0.0187307109238694,0.981269289076131
0.018111748798756,0.981888251201244
0.0175313564750832,0.982468643524917
0.0169619616489203,0.98303803835108
0.0164255293598586,0.983574470640141
0.0159363769953689,0.984063623004631
0.015466556292135,0.984533443707865
0.0150117014266394,0.984988298573361
0.0145793071030061,0.985420692896994
0.0141612050125693,0.985838794987431
0.0137679358488832,0.986232064151117
0.0133903077566781,0.986609692243322
0.0130183202832475,0.986981679716753
0.0126526419881809,0.987347358011819
0.0122931157082062,0.987706884291794
0.0119377551687351,0.988062244831265
0.0115953876237534,0.988404612376247
0.0112723298146818,0.988727670185318
0.0109490524725781,0.989050947527422
0.0106223217487648,0.989377678251235
0.0103112101166845,0.989688789883315
0.0100182497190163,0.989981750280984
0.00974189062521279,0.990258109374787
0.00948015368332191,0.990519846316678
0.0092335956860861,0.990766404313914
0.00899464448535945,0.991005355514641
0.00875681052452005,0.99124318947548
0.00851645958787392,0.991483540412126
0.00828100855497144,0.991718991445029
0.00805607397212161,0.991943926027878
0.0078408413510706,0.992159158648929
0.00762626417310099,0.992373735826899
0.00741494096624999,0.99258505903375
0.00720935440182296,0.992790645598177
0.00701039997716279,0.992989600022837
0.00681777644646924,0.993182223553531
0.00663485928529042,0.99336514071471
0.00645772592507155,0.993542274074929
0.00628259153333555,0.993717408466664
0.00610656987205644,0.993893430127944
0.00593628509196233,0.994063714908038
0.00578152921811495,0.994218470781885
0.00564211683640457,0.994357883163595
0.00550718808842897,0.994492811911571
0.00537021315369469,0.994629786846305
0.00523363456504005,0.99476636543496
0.00509923240730457,0.994900767592695
0.00496896076775187,0.995031039232248
0.00484168613788742,0.995158313862113
